transaction_date,total_transactions,total_credit_amount,total_debit_amount,total_amount
2024-12-12 08:39:57,1,5866.03,0.0,5866.03
2024-12-12 09:11:58,1,0.0,21928.53,21928.53
2024-12-12 09:16:34,1,0.0,4696.7,4696.7
2024-12-12 09:47:18,1,3951.12,0.0,3951.12
2024-12-12 09:53:13,1,3937.99,0.0,3937.99
2024-12-12 10:30:15,1,38684.99,0.0,38684.99
2024-12-12 10:51:54,1,0.0,2247.97,2247.97
2024-12-12 11:21:09,1,0.0,6628.11,6628.11
2024-12-12 11:55:55,1,136087.46,0.0,136087.46
2024-12-12 12:13:44,1,0.0,95615.65,95615.65
2024-12-12 12:40:39,1,135755.34,0.0,135755.34
2024-12-12 14:08:06,1,0.0,80228.95,80228.95
2024-12-12 14:33:36,1,0.0,2595.06,2595.06
2024-12-12 14:39:53,1,119202.28,0.0,119202.28
2024-12-12 15:40:23,1,0.0,9946.26,9946.26
2024-12-12 15:56:55,1,140.17,0.0,140.17
2024-12-12 16:11:25,1,3005.56,0.0,3005.56
2024-12-12 16:42:42,1,0.0,20707.06,20707.06
2024-12-12 16:49:04,1,3982.67,0.0,3982.67
2024-12-12 17:17:42,1,0.0,4110.61,4110.61
2024-12-12 18:24:21,1,44351.32,0.0,44351.32
2024-12-12 18:54:58,1,0.0,47065.99,47065.99
2024-12-12 19:20:56,1,0.0,1468.62,1468.62
2024-12-12 19:23:04,1,0.0,17918.49,17918.49
2024-12-12 20:28:34,1,0.0,29472.15,29472.15
2024-12-12 20:31:49,1,0.0,46286.85,46286.85
2024-12-12 20:38:59,1,0.0,18159.75,18159.75
2024-12-12 21:46:48,1,40478.52,0.0,40478.52
2024-12-12 21:55:29,1,18287.61,0.0,18287.61
2024-12-12 21:59:20,1,0.0,17579.39,17579.39
2024-12-12 22:36:12,1,43237.11,0.0,43237.11
2024-12-12 23:04:22,1,0.0,12279.17,12279.17
2024-12-12 23:51:08,1,0.0,20136.96,20136.96
2024-12-13 00:00:37,1,0.0,4919.75,4919.75
2024-12-13 00:52:07,1,0.0,18417.38,18417.38
2024-12-13 01:07:21,1,0.0,32016.0,32016.0
2024-12-13 01:23:30,1,0.0,5760.34,5760.34
2024-12-13 01:30:17,1,0.0,6947.83,6947.83
2024-12-13 01:32:29,1,8967.37,0.0,8967.37
2024-12-13 01:37:15,1,63607.23,0.0,63607.23
2024-12-13 01:46:20,1,31064.38,0.0,31064.38
2024-12-13 02:14:34,1,47479.0,0.0,47479.0
2024-12-13 02:53:29,1,0.0,33901.35,33901.35
2024-12-13 03:19:47,1,0.0,7698.14,7698.14
2024-12-13 03:59:10,1,0.0,7060.52,7060.52
2024-12-13 05:16:51,1,88921.74,0.0,88921.74
2024-12-13 05:33:58,1,0.0,4322.2,4322.2
2024-12-13 05:36:14,1,84113.04,0.0,84113.04
2024-12-13 06:42:54,1,3230.63,0.0,3230.63
2024-12-13 07:53:31,1,0.0,20298.01,20298.01
2024-12-13 08:04:06,1,0.0,4716.92,4716.92
2024-12-13 09:27:14,1,0.0,14987.73,14987.73
2024-12-13 09:51:13,1,0.0,11587.69,11587.69
2024-12-13 10:36:15,1,0.0,84621.62,84621.62
2024-12-13 10:42:56,1,0.0,16545.9,16545.9
2024-12-13 11:28:03,1,0.0,12471.43,12471.43
2024-12-13 11:56:43,1,0.0,98674.85,98674.85
2024-12-13 12:06:42,1,18716.13,0.0,18716.13
2024-12-13 12:17:33,1,928.79,0.0,928.79
2024-12-13 12:22:46,1,0.0,14934.87,14934.87
2024-12-13 13:07:51,1,0.0,43975.35,43975.35
2024-12-13 13:14:10,1,38299.22,0.0,38299.22
2024-12-13 13:35:51,1,0.0,62629.28,62629.28
2024-12-13 14:38:06,1,0.0,29504.53,29504.53
2024-12-13 14:41:43,1,0.0,13363.39,13363.39
2024-12-13 15:03:15,1,825.66,0.0,825.66
2024-12-13 15:11:47,1,0.0,26458.49,26458.49
2024-12-13 15:34:01,1,0.0,5890.12,5890.12
2024-12-13 16:05:00,1,0.0,18461.98,18461.98
2024-12-13 16:58:27,1,2059.59,0.0,2059.59
2024-12-13 17:02:00,1,3041.58,0.0,3041.58
2024-12-13 18:14:48,1,0.0,2729.63,2729.63
2024-12-13 18:22:37,1,3373.94,0.0,3373.94
2024-12-13 18:34:11,1,0.0,11539.4,11539.4
2024-12-13 19:41:05,1,12198.91,0.0,12198.91
2024-12-13 19:59:10,1,0.0,16671.81,16671.81
2024-12-13 20:28:27,1,0.0,11959.53,11959.53
2024-12-13 20:31:58,1,0.0,8684.33,8684.33
2024-12-13 20:34:51,1,0.0,1891.71,1891.71
2024-12-13 21:07:22,1,115466.89,0.0,115466.89
2024-12-13 21:33:31,1,0.0,31236.63,31236.63
2024-12-13 21:46:10,1,123564.36,0.0,123564.36
2024-12-13 22:23:03,1,0.0,13036.58,13036.58
2024-12-13 22:46:08,1,0.0,61575.16,61575.16
2024-12-13 22:56:23,1,0.0,8534.97,8534.97
2024-12-13 23:07:19,1,0.0,9850.98,9850.98
2024-12-13 23:16:26,1,136713.72,0.0,136713.72
2024-12-13 23:46:21,1,0.0,15019.56,15019.56
2024-12-13 23:47:30,1,1111.44,0.0,1111.44
2024-12-14 00:06:44,1,69982.22,0.0,69982.22
2024-12-14 00:13:50,1,2206.21,0.0,2206.21
2024-12-14 00:53:43,1,0.0,11191.21,11191.21
2024-12-14 00:53:56,1,47155.75,0.0,47155.75
2024-12-14 01:14:07,1,0.0,7440.03,7440.03
2024-12-14 01:35:56,1,0.0,33427.03,33427.03
2024-12-14 01:45:51,1,0.0,25704.94,25704.94
2024-12-14 02:18:43,1,2410.34,0.0,2410.34
2024-12-14 02:48:13,1,7153.19,0.0,7153.19
2024-12-14 03:20:40,1,0.0,87699.44,87699.44
2024-12-14 03:39:06,1,0.0,29256.63,29256.63
2024-12-14 03:40:03,1,0.0,37905.15,37905.15
2024-12-14 04:11:06,1,0.0,6488.14,6488.14
2024-12-14 04:54:42,1,59025.79,0.0,59025.79
2024-12-14 06:33:48,1,2104.32,0.0,2104.32
2024-12-14 07:00:06,1,891.89,0.0,891.89
2024-12-14 07:53:16,1,0.0,49385.9,49385.9
2024-12-14 08:12:35,1,22761.86,0.0,22761.86
2024-12-14 08:30:37,1,72811.43,0.0,72811.43
2024-12-14 08:42:11,1,5485.42,0.0,5485.42
2024-12-14 10:04:43,1,2196.87,0.0,2196.87
2024-12-14 10:10:04,1,91864.89,0.0,91864.89
2024-12-14 10:34:53,1,0.0,42750.85,42750.85
2024-12-14 10:35:51,1,0.0,12340.14,12340.14
2024-12-14 10:44:01,1,0.0,11902.32,11902.32
2024-12-14 11:19:39,1,2011.07,0.0,2011.07
2024-12-14 12:21:39,1,0.0,7768.97,7768.97
2024-12-14 12:22:11,1,37935.89,0.0,37935.89
2024-12-14 12:35:31,1,0.0,8997.73,8997.73
2024-12-14 12:53:20,1,0.0,36030.59,36030.59
2024-12-14 13:10:40,1,4347.27,0.0,4347.27
2024-12-14 13:30:28,1,21770.39,0.0,21770.39
2024-12-14 13:38:21,1,0.0,34837.07,34837.07
2024-12-14 14:00:37,1,0.0,16157.39,16157.39
2024-12-14 14:24:07,1,2931.5,0.0,2931.5
2024-12-14 14:51:13,1,28357.05,0.0,28357.05
2024-12-14 15:10:10,1,0.0,82128.84,82128.84
2024-12-14 15:42:54,1,0.0,88086.85,88086.85
2024-12-14 16:00:09,1,0.0,31894.39,31894.39
2024-12-14 16:00:14,1,1267.33,0.0,1267.33
2024-12-14 16:42:51,1,88232.11,0.0,88232.11
2024-12-14 16:45:35,1,0.0,13541.65,13541.65
2024-12-14 16:51:17,1,22938.48,0.0,22938.48
2024-12-14 17:21:04,1,1198.4,0.0,1198.4
2024-12-14 17:21:26,1,28021.2,0.0,28021.2
2024-12-14 18:13:33,1,0.0,30701.42,30701.42
2024-12-14 18:35:12,1,0.0,58577.8,58577.8
2024-12-14 18:36:54,1,0.0,15759.73,15759.73
2024-12-14 18:40:21,1,2572.52,0.0,2572.52
2024-12-14 18:56:13,1,0.0,9107.45,9107.45
2024-12-14 18:58:14,1,0.0,4016.97,4016.97
2024-12-14 19:16:04,1,0.0,43241.21,43241.21
2024-12-14 19:24:26,1,33418.55,0.0,33418.55
2024-12-14 19:25:58,1,694.46,0.0,694.46
2024-12-14 19:58:21,1,0.0,4302.9,4302.9
2024-12-14 20:00:08,1,0.0,49606.36,49606.36
2024-12-14 20:07:00,1,0.0,33694.43,33694.43
2024-12-14 20:55:28,1,53431.2,0.0,53431.2
2024-12-14 21:01:58,1,0.0,8826.73,8826.73
2024-12-14 21:22:19,1,33322.06,0.0,33322.06
2024-12-14 21:40:20,1,4450.36,0.0,4450.36
2024-12-14 21:41:06,1,3912.53,0.0,3912.53
2024-12-14 21:46:10,1,0.0,31252.76,31252.76
2024-12-14 21:50:39,1,0.0,15760.35,15760.35
2024-12-14 21:50:43,1,0.0,41423.78,41423.78
2024-12-14 21:58:44,1,0.0,29641.18,29641.18
2024-12-14 22:22:54,1,0.0,9344.64,9344.64
2024-12-14 22:23:35,1,0.0,29558.26,29558.26
2024-12-14 22:24:20,1,24382.58,0.0,24382.58
2024-12-14 22:42:19,1,99386.22,0.0,99386.22
2024-12-14 23:04:55,1,0.0,7537.76,7537.76
2024-12-14 23:39:16,1,4325.09,0.0,4325.09
2024-12-14 23:40:04,1,43931.18,0.0,43931.18
2024-12-14 23:57:39,1,0.0,8113.15,8113.15
2024-12-15 00:13:04,1,0.0,96272.57,96272.57
2024-12-15 00:47:30,1,0.0,24089.09,24089.09
2024-12-15 01:04:09,1,0.0,23569.02,23569.02
2024-12-15 01:35:54,1,4768.81,0.0,4768.81
2024-12-15 01:36:18,1,0.0,9454.98,9454.98
2024-12-15 02:00:32,1,0.0,36639.55,36639.55
2024-12-15 02:05:08,1,0.0,20867.52,20867.52
2024-12-15 02:17:37,1,13257.72,0.0,13257.72
2024-12-15 03:07:51,1,5469.93,0.0,5469.93
2024-12-15 03:26:18,1,15685.67,0.0,15685.67
2024-12-15 03:37:21,1,0.0,45618.73,45618.73
2024-12-15 03:50:02,1,0.0,87397.25,87397.25
2024-12-15 03:55:43,1,4608.12,0.0,4608.12
2024-12-15 04:06:40,1,19470.5,0.0,19470.5
2024-12-15 04:21:08,1,0.0,21599.03,21599.03
2024-12-15 05:04:17,1,1864.76,0.0,1864.76
2024-12-15 05:11:49,1,0.0,36235.9,36235.9
2024-12-15 05:36:24,1,0.0,38348.04,38348.04
2024-12-15 05:41:36,1,0.0,31100.77,31100.77
2024-12-15 07:09:48,1,5024.73,0.0,5024.73
2024-12-15 07:26:03,1,6724.16,0.0,6724.16
2024-12-15 08:02:51,1,130087.18,0.0,130087.18
2024-12-15 08:41:40,1,0.0,29448.15,29448.15
2024-12-15 09:27:56,1,0.0,21215.39,21215.39
2024-12-15 09:50:43,1,4121.21,0.0,4121.21
2024-12-15 09:55:12,1,0.0,56217.62,56217.62
2024-12-15 10:12:45,1,0.0,31865.15,31865.15
2024-12-15 10:17:12,1,14192.7,0.0,14192.7
2024-12-15 10:46:32,1,0.0,94357.38,94357.38
2024-12-15 11:36:46,1,49751.01,0.0,49751.01
2024-12-15 12:10:53,1,0.0,9411.07,9411.07
2024-12-15 12:15:48,1,0.0,15048.57,15048.57
2024-12-15 12:18:53,1,0.0,7238.38,7238.38
2024-12-15 12:21:17,1,0.0,7365.35,7365.35
2024-12-15 13:18:19,1,32424.97,0.0,32424.97
2024-12-15 14:18:47,1,0.0,4948.07,4948.07
2024-12-15 15:57:38,1,0.0,78795.05,78795.05
2024-12-15 15:59:52,1,0.0,5802.85,5802.85
2024-12-15 17:11:44,1,7744.45,0.0,7744.45
2024-12-15 17:37:30,1,0.0,423.54,423.54
2024-12-15 17:42:07,1,18661.25,0.0,18661.25
2024-12-15 18:11:05,1,0.0,11317.87,11317.87
2024-12-15 18:39:04,1,0.0,41089.98,41089.98
2024-12-15 18:43:23,1,3691.43,0.0,3691.43
2024-12-15 19:46:08,1,0.0,15047.7,15047.7
2024-12-15 20:02:32,1,0.0,1054.33,1054.33
2024-12-15 20:05:20,1,0.0,63699.69,63699.69
2024-12-15 20:22:56,1,0.0,32348.78,32348.78
2024-12-15 20:42:38,1,0.0,28660.21,28660.21
2024-12-15 20:43:16,1,0.0,12100.96,12100.96
2024-12-15 20:55:11,1,0.0,14956.47,14956.47
2024-12-15 21:19:16,1,125316.42,0.0,125316.42
2024-12-15 21:30:45,1,0.0,9367.56,9367.56
2024-12-15 21:41:39,1,0.0,30808.57,30808.57
2024-12-15 21:56:32,1,0.0,3474.49,3474.49
2024-12-15 22:38:57,1,8310.35,0.0,8310.35
2024-12-15 23:02:13,1,0.0,1932.98,1932.98
2024-12-15 23:03:46,1,0.0,7805.21,7805.21
2024-12-15 23:10:14,1,3655.57,0.0,3655.57
2024-12-15 23:13:27,1,831.25,0.0,831.25
2024-12-15 23:20:50,1,117622.33,0.0,117622.33
2024-12-16 00:40:32,1,100649.46,0.0,100649.46
2024-12-16 00:46:45,1,0.0,69692.4,69692.4
2024-12-16 02:04:02,1,0.0,7282.72,7282.72
2024-12-16 02:06:23,1,8937.17,0.0,8937.17
2024-12-16 03:02:37,1,2306.13,0.0,2306.13
2024-12-16 04:04:18,1,140274.06,0.0,140274.06
2024-12-16 04:14:43,1,4754.66,0.0,4754.66
2024-12-16 05:51:58,1,67707.16,0.0,67707.16
2024-12-16 05:58:13,1,46068.02,0.0,46068.02
2024-12-16 06:11:10,1,0.0,3969.36,3969.36
2024-12-16 06:24:42,1,0.0,55901.82,55901.82
2024-12-16 06:38:27,1,35146.21,0.0,35146.21
2024-12-16 06:57:47,1,0.0,13664.34,13664.34
2024-12-16 07:31:49,1,3136.88,0.0,3136.88
2024-12-16 07:42:13,1,765.55,0.0,765.55
2024-12-16 08:21:58,1,0.0,13092.58,13092.58
2024-12-16 09:00:00,1,1316.77,0.0,1316.77
2024-12-16 09:35:21,1,38222.93,0.0,38222.93
2024-12-16 09:44:33,1,0.0,49875.63,49875.63
2024-12-16 10:03:20,1,1044.46,0.0,1044.46
2024-12-16 10:18:35,1,0.0,8611.44,8611.44
2024-12-16 10:44:19,1,0.0,51366.23,51366.23
2024-12-16 10:45:19,1,71675.32,0.0,71675.32
2024-12-16 10:52:25,1,41435.6,0.0,41435.6
2024-12-16 11:14:27,1,717.49,0.0,717.49
2024-12-16 11:51:06,1,0.0,40363.81,40363.81
2024-12-16 12:15:26,1,122841.88,0.0,122841.88
2024-12-16 12:45:04,1,0.0,99755.43,99755.43
2024-12-16 13:15:51,1,0.0,27411.96,27411.96
2024-12-16 13:17:27,1,0.0,31284.84,31284.84
2024-12-16 13:40:27,1,13177.24,0.0,13177.24
2024-12-16 13:42:54,1,20774.18,0.0,20774.18
2024-12-16 14:37:41,1,113020.03,0.0,113020.03
2024-12-16 14:43:35,1,0.0,26910.35,26910.35
2024-12-16 14:43:45,1,0.0,16197.66,16197.66
2024-12-16 14:49:44,1,0.0,99908.3,99908.3
2024-12-16 15:10:17,1,4084.46,0.0,4084.46
2024-12-16 15:10:49,1,0.0,6454.92,6454.92
2024-12-16 15:38:09,1,0.0,38168.67,38168.67
2024-12-16 16:33:41,1,0.0,21738.71,21738.71
2024-12-16 17:00:04,1,33823.19,0.0,33823.19
2024-12-16 17:57:53,1,0.0,6606.69,6606.69
2024-12-16 17:58:57,1,113132.11,0.0,113132.11
2024-12-16 18:11:11,1,0.0,44978.94,44978.94
2024-12-16 19:39:46,1,0.0,317.84,317.84
2024-12-16 19:44:14,1,0.0,19721.25,19721.25
2024-12-16 20:12:09,1,0.0,7592.24,7592.24
2024-12-16 20:34:48,1,570.48,0.0,570.48
2024-12-16 20:49:44,1,95359.32,0.0,95359.32
2024-12-16 20:59:52,1,0.0,19527.89,19527.89
2024-12-16 21:00:41,1,0.0,14464.06,14464.06
2024-12-16 21:25:11,1,0.0,1520.13,1520.13
2024-12-16 21:50:38,1,0.0,22037.23,22037.23
2024-12-16 22:07:43,1,1675.06,0.0,1675.06
2024-12-16 22:17:56,1,28270.88,0.0,28270.88
2024-12-16 22:36:49,1,0.0,4299.73,4299.73
2024-12-16 22:57:30,1,0.0,54598.81,54598.81
2024-12-16 23:02:43,1,0.0,6769.28,6769.28
2024-12-16 23:24:05,1,0.0,35399.94,35399.94
2024-12-16 23:26:39,1,28650.31,0.0,28650.31
2024-12-16 23:55:06,1,0.0,76830.61,76830.61
2024-12-17 00:34:12,1,41114.97,0.0,41114.97
2024-12-17 00:42:39,1,0.0,2821.28,2821.28
2024-12-17 00:49:25,1,0.0,32264.53,32264.53
2024-12-17 01:11:54,1,42017.67,0.0,42017.67
2024-12-17 01:22:01,1,75612.37,0.0,75612.37
2024-12-17 01:31:56,1,27873.9,0.0,27873.9
2024-12-17 01:58:13,1,0.0,21879.78,21879.78
2024-12-17 02:14:17,1,0.0,75274.6,75274.6
2024-12-17 02:21:05,1,126964.73,0.0,126964.73
2024-12-17 02:41:49,1,0.0,7972.5,7972.5
2024-12-17 02:48:48,1,0.0,76375.02,76375.02
2024-12-17 02:53:03,1,0.0,69169.02,69169.02
2024-12-17 03:49:02,1,0.0,84164.44,84164.44
2024-12-17 03:53:35,1,0.0,5576.18,5576.18
2024-12-17 04:11:40,1,9856.94,0.0,9856.94
2024-12-17 04:13:58,1,0.0,60827.75,60827.75
2024-12-17 04:50:58,1,126880.43,0.0,126880.43
2024-12-17 04:52:12,1,0.0,5646.29,5646.29
2024-12-17 05:10:04,1,46535.26,0.0,46535.26
2024-12-17 05:18:18,1,0.0,37095.59,37095.59
2024-12-17 05:40:42,1,38647.61,0.0,38647.61
2024-12-17 06:22:37,1,69312.86,0.0,69312.86
2024-12-17 07:10:57,1,8515.17,0.0,8515.17
2024-12-17 07:35:28,1,0.0,44726.63,44726.63
2024-12-17 07:55:31,1,0.0,23080.87,23080.87
2024-12-17 08:50:00,1,0.0,79845.02,79845.02
2024-12-17 09:08:11,1,0.0,2338.76,2338.76
2024-12-17 09:31:06,1,0.0,31419.38,31419.38
2024-12-17 09:49:46,1,114751.29,0.0,114751.29
2024-12-17 10:01:22,1,0.0,18347.43,18347.43
2024-12-17 10:50:20,1,0.0,15691.19,15691.19
2024-12-17 11:21:36,1,0.0,25033.66,25033.66
2024-12-17 11:26:40,1,0.0,19690.89,19690.89
2024-12-17 12:04:29,1,0.0,47084.76,47084.76
2024-12-17 12:43:19,1,0.0,17740.97,17740.97
2024-12-17 13:13:02,1,0.0,7100.35,7100.35
2024-12-17 14:21:41,1,3534.91,0.0,3534.91
2024-12-17 14:40:55,1,0.0,25538.13,25538.13
2024-12-17 14:55:36,1,3658.71,0.0,3658.71
2024-12-17 15:29:02,1,0.0,8429.25,8429.25
2024-12-17 16:08:06,1,0.0,8279.03,8279.03
2024-12-17 17:45:12,1,0.0,30642.49,30642.49
2024-12-17 18:03:50,1,0.0,7433.61,7433.61
2024-12-17 18:39:13,1,0.0,13979.34,13979.34
2024-12-17 21:38:25,1,0.0,150.51,150.51
2024-12-17 21:39:01,1,43524.01,0.0,43524.01
2024-12-17 22:04:10,1,9502.43,0.0,9502.43
2024-12-17 22:45:27,1,480.97,0.0,480.97
2024-12-17 23:05:00,1,0.0,26434.05,26434.05
2024-12-17 23:26:15,1,0.0,3393.45,3393.45
2024-12-17 23:28:24,1,139088.22,0.0,139088.22
2024-12-17 23:51:12,1,0.0,47079.72,47079.72
2024-12-17 23:58:49,1,0.0,45980.5,45980.5
2024-12-17 23:59:24,1,0.0,41156.0,41156.0
2024-12-18 00:18:10,1,0.0,40645.63,40645.63
2024-12-18 00:47:25,1,34571.21,0.0,34571.21
2024-12-18 01:43:11,1,0.0,18546.56,18546.56
2024-12-18 01:59:46,1,0.0,12256.92,12256.92
2024-12-18 02:00:04,1,1212.39,0.0,1212.39
2024-12-18 02:02:16,1,3227.57,0.0,3227.57
2024-12-18 02:19:54,1,0.0,49676.27,49676.27
2024-12-18 03:08:31,1,0.0,5816.53,5816.53
2024-12-18 03:51:26,1,18831.51,0.0,18831.51
2024-12-18 03:52:01,1,123655.88,0.0,123655.88
2024-12-18 03:54:19,1,2460.25,0.0,2460.25
2024-12-18 04:21:57,1,0.0,8780.55,8780.55
2024-12-18 04:29:39,1,139690.18,0.0,139690.18
2024-12-18 04:35:15,1,21923.51,0.0,21923.51
2024-12-18 06:12:22,1,0.0,18713.29,18713.29
2024-12-18 06:22:32,1,0.0,34579.54,34579.54
2024-12-18 06:37:02,1,3583.17,0.0,3583.17
2024-12-18 07:00:48,1,1507.45,0.0,1507.45
2024-12-18 07:32:06,1,0.0,48829.17,48829.17
2024-12-18 07:32:34,1,0.0,75199.24,75199.24
2024-12-18 07:43:00,1,0.0,10295.91,10295.91
2024-12-18 08:16:35,1,4446.92,0.0,4446.92
2024-12-18 08:26:38,1,0.0,3597.81,3597.81
2024-12-18 09:34:43,1,0.0,49111.31,49111.31
2024-12-18 10:07:39,1,0.0,53485.02,53485.02
2024-12-18 10:34:09,1,1494.39,0.0,1494.39
2024-12-18 11:30:48,1,2620.07,0.0,2620.07
2024-12-18 12:12:42,1,2684.72,0.0,2684.72
2024-12-18 12:13:00,1,0.0,48044.81,48044.81
2024-12-18 12:19:57,1,989.35,0.0,989.35
2024-12-18 12:23:34,1,40184.27,0.0,40184.27
2024-12-18 12:41:40,1,0.0,43737.13,43737.13
2024-12-18 13:02:40,1,123082.25,0.0,123082.25
2024-12-18 13:07:37,1,7038.99,0.0,7038.99
2024-12-18 13:28:27,1,77587.21,0.0,77587.21
2024-12-18 13:36:56,1,37118.45,0.0,37118.45
2024-12-18 14:07:36,1,0.0,5719.54,5719.54
2024-12-18 15:09:02,1,67582.73,0.0,67582.73
2024-12-18 15:27:21,1,0.0,9027.16,9027.16
2024-12-18 15:38:27,1,0.0,68575.36,68575.36
2024-12-18 16:24:04,1,59394.6,0.0,59394.6
2024-12-18 17:12:50,1,0.0,28944.1,28944.1
2024-12-18 17:29:18,1,0.0,28795.53,28795.53
2024-12-18 17:32:22,1,6834.77,0.0,6834.77
2024-12-18 19:19:48,1,3651.28,0.0,3651.28
2024-12-18 19:47:35,1,0.0,29331.72,29331.72
2024-12-18 20:14:24,1,0.0,49319.29,49319.29
2024-12-18 20:22:01,1,528.54,0.0,528.54
2024-12-18 20:50:23,1,0.0,18344.16,18344.16
2024-12-18 21:08:36,1,0.0,13881.95,13881.95
2024-12-18 21:27:05,1,0.0,19132.86,19132.86
2024-12-18 21:29:07,1,0.0,8076.43,8076.43
2024-12-18 21:29:37,1,0.0,34323.4,34323.4
2024-12-18 21:33:13,1,0.0,54386.05,54386.05
2024-12-18 22:19:31,1,0.0,19115.11,19115.11
2024-12-18 23:05:25,1,3903.63,0.0,3903.63
2024-12-18 23:29:39,1,396.7,0.0,396.7
2024-12-18 23:46:15,1,0.0,9110.02,9110.02
2024-12-18 23:51:57,1,0.0,21417.68,21417.68
2024-12-18 23:59:20,1,135602.0,0.0,135602.0
2024-12-19 00:21:40,1,0.0,35327.72,35327.72
2024-12-19 00:58:45,1,0.0,6873.3,6873.3
2024-12-19 01:26:49,1,3341.29,0.0,3341.29
2024-12-19 03:47:15,1,0.0,7183.02,7183.02
2024-12-19 03:49:42,1,47138.77,0.0,47138.77
2024-12-19 05:36:02,1,0.0,18857.74,18857.74
2024-12-19 05:43:37,1,0.0,17083.09,17083.09
2024-12-19 05:55:37,1,0.0,43480.54,43480.54
2024-12-19 05:59:12,1,20685.05,0.0,20685.05
2024-12-19 06:10:27,1,0.0,35787.72,35787.72
2024-12-19 06:48:32,1,1976.85,0.0,1976.85
2024-12-19 07:26:46,1,0.0,3849.2,3849.2
2024-12-19 07:53:19,1,492.74,0.0,492.74
2024-12-19 07:55:50,1,0.0,47695.85,47695.85
2024-12-19 08:06:45,1,0.0,6301.44,6301.44
2024-12-19 08:15:37,1,1898.21,0.0,1898.21
2024-12-19 08:45:20,1,0.0,9398.36,9398.36
2024-12-19 09:14:49,1,0.0,8013.69,8013.69
2024-12-19 09:32:06,1,140059.79,0.0,140059.79
2024-12-19 10:33:03,1,0.0,43135.52,43135.52
2024-12-19 10:55:11,1,3273.5,0.0,3273.5
2024-12-19 11:06:12,1,0.0,14473.93,14473.93
2024-12-19 11:17:30,1,0.0,19718.13,19718.13
2024-12-19 11:22:45,1,5514.17,0.0,5514.17
2024-12-19 12:04:07,1,3380.69,0.0,3380.69
2024-12-19 12:35:25,1,3246.38,0.0,3246.38
2024-12-19 12:59:46,1,0.0,3228.59,3228.59
2024-12-19 13:42:47,1,0.0,8985.43,8985.43
2024-12-19 13:55:16,1,132263.17,0.0,132263.17
2024-12-19 14:14:12,1,0.0,11042.44,11042.44
2024-12-19 14:28:41,1,0.0,10587.94,10587.94
2024-12-19 14:30:14,1,0.0,17667.88,17667.88
2024-12-19 15:42:27,1,0.0,15942.98,15942.98
2024-12-19 16:09:58,1,0.0,26012.6,26012.6
2024-12-19 16:57:32,1,40274.52,0.0,40274.52
2024-12-19 17:32:09,1,105302.33,0.0,105302.33
2024-12-19 17:58:30,1,81432.9,0.0,81432.9
2024-12-19 18:23:47,1,0.0,57450.4,57450.4
2024-12-19 18:30:11,1,0.0,63436.83,63436.83
2024-12-19 18:34:46,1,32406.51,0.0,32406.51
2024-12-19 18:47:41,1,0.0,8816.4,8816.4
2024-12-19 20:33:47,1,0.0,35627.98,35627.98
2024-12-19 21:43:26,1,0.0,1441.05,1441.05
2024-12-19 22:09:24,1,3467.57,0.0,3467.57
2024-12-19 22:29:20,1,3855.25,0.0,3855.25
2024-12-20 00:36:42,1,0.0,84730.4,84730.4
2024-12-20 00:50:48,1,0.0,21357.9,21357.9
2024-12-20 01:13:18,1,0.0,47044.0,47044.0
2024-12-20 01:21:08,1,0.0,46042.32,46042.32
2024-12-20 01:35:41,1,0.0,21909.49,21909.49
2024-12-20 01:41:18,1,0.0,13899.24,13899.24
2024-12-20 01:45:46,1,0.0,17400.21,17400.21
2024-12-20 02:34:40,1,42185.64,0.0,42185.64
2024-12-20 02:41:38,1,0.0,6833.82,6833.82
2024-12-20 02:54:08,1,891.67,0.0,891.67
2024-12-20 03:12:08,1,1227.52,0.0,1227.52
2024-12-20 03:17:28,1,1790.85,0.0,1790.85
2024-12-20 03:20:43,1,2801.51,0.0,2801.51
2024-12-20 03:44:14,1,0.0,1594.14,1594.14
2024-12-20 03:51:58,1,22612.82,0.0,22612.82
2024-12-20 04:58:36,1,0.0,67668.55,67668.55
2024-12-20 05:25:10,1,0.0,72397.19,72397.19
2024-12-20 05:30:33,1,0.0,16904.58,16904.58
2024-12-20 06:06:33,1,0.0,5393.6,5393.6
2024-12-20 07:09:55,1,1724.09,0.0,1724.09
2024-12-20 07:15:49,1,0.0,12249.14,12249.14
2024-12-20 07:45:58,1,0.0,9197.33,9197.33
2024-12-20 07:46:48,1,0.0,26175.64,26175.64
2024-12-20 07:49:05,1,0.0,29091.76,29091.76
2024-12-20 07:50:02,1,0.0,7732.51,7732.51
2024-12-20 08:26:05,1,0.0,2383.65,2383.65
2024-12-20 08:47:37,1,0.0,26610.42,26610.42
2024-12-20 08:55:38,1,0.0,47869.38,47869.38
2024-12-20 09:18:37,1,1926.84,0.0,1926.84
2024-12-20 09:21:16,1,115686.49,0.0,115686.49
2024-12-20 09:51:08,1,7994.13,0.0,7994.13
2024-12-20 09:51:31,1,0.0,6972.38,6972.38
2024-12-20 10:15:37,1,0.0,29421.25,29421.25
2024-12-20 10:19:50,1,0.0,47879.44,47879.44
2024-12-20 10:46:26,1,3029.02,0.0,3029.02
2024-12-20 11:01:24,1,2622.21,0.0,2622.21
2024-12-20 11:02:51,1,0.0,5407.41,5407.41
2024-12-20 11:39:34,1,0.0,6317.76,6317.76
